SKU,item_name,jan_net_sales,feb_net_sales,mar_net_sales,apr_net_sales,may_net_sales,jun_net_sales,jul_net_sales,aug_net_sales,sep_net_sales,oct_net_sales,nov_net_sales,dec_net_sales,total_net_sales,category
SUN303,"SHAMP, SUNSILK VIOLET SCHT 12ml",2.47,0.19,2.85,0.38,0.95,2.85,2.09,14.25,8.55,3.99,7.03,4.18,49.78,GH
CR37598,"OOPSIE POOPSIE, LAV VAN ESCPE 2z",5.53,5.53,0,0,0,0,11.06,0,5.53,16.59,5.53,0,49.77,GN
RPC111897A,"CANDY, WERTHERS ORG COFFEE 2.65z",0,0,0,0,0,0,0,11.94,11.94,13.93,9.95,1.99,49.75,GG
UWG03332,"GREEN BEANS, LIBBY'S  FRNC 14.5z",7.96,21.89,15.92,1.99,1.99,0,0,0,0,0,0,0,49.75,GG
NB744045,"MOLASSES, PLANTATN BLKSTRAP 15z",9.95,0,9.95,0,0,0,19.9,0,0,9.95,0,0,49.75,GG
LCISPRINGFORM,"CAKE PAN, SPRINGFORM 3 SIZES",0,0,0,0,0,0,0,0,0,9.95,9.95,29.85,49.75,GH
CR01220,"ICE BAG, GNP COLD THERAPY 9""",9.95,0,0,9.95,0,0,0,9.95,0,0,0,19.9,49.75,GH
FS33065,"RAZOR, GILLETTE 2 5pk DISP",0,0,0,15.92,31.84,1.99,0,0,0,0,0,0,49.75,GH
CAN46131317,"CANDLE, CL JAR EVRGRN BRYTINI18z",0,9.95,9.95,0,0,9.95,0,0,9.95,9.95,0,0,49.75,GN
CAN3297518,"CANDLE, CL MAHOGANY WOODS 18oz",9.95,0,0,0,0,0,9.95,19.9,9.95,0,0,0,49.75,GN
EV-CBSS1.8L,"FS, COMFORT BABY SNSTVSKN 1.8L/4",9.95,0,0,0,0,9.95,9.95,0,0,0,9.95,9.95,49.75,GN
HFI408SB,"MASON JAR, STRAWBERRY 19.3OZ",0,0,0,0,0,9.95,9.95,0,9.95,19.9,0,0,49.75,GN
AHG55177AHG18,"MEASURING CUP, 2 CUP CLEAR GLASS",0,0,19.9,9.95,0,0,9.95,9.95,0,0,0,0,49.75,GN
RPCG91184,"MUG, XMAS DESIGNS ASST 11oz",0,0,0,0,0,0,0,0,0,0,47.76,1.99,49.75,GN
KTCH-CPM51,"PLACE MAT, CONTACT BLACK B17X11",11.94,13.93,21.89,0,1.99,0,0,0,0,0,0,0,49.75,GN
HDSSB39006,"STORAGE BOX, LARGE HERRINGBONE",49.75,0,0,0,0,0,0,0,0,0,0,0,49.75,GN
UPDFRZLV451,"WATER BOTTLE, FROZEN 2 15.5OZ SS",9.95,0,0,9.95,9.95,9.95,0,0,9.95,0,0,0,49.75,GN
GHSR76091534,"RICE CRACKER, FANTSTC S/CRM 100g",0,0,18.08,9.04,0,0,0,0,0,0,0,22.6,49.72,GG
06-57119,"CORN MUFFIN MIX, BC POUCH 6.75z",6.48,9.72,2.16,1.08,1.08,4.32,1.08,3.24,10.8,0,6.48,3.24,49.68,GG
FLPANTYLINER,"PANTYLINER, SOFTEX DS 20ct/60",14.04,8.64,9.72,11.88,5.4,0,0,0,0,0,0,0,49.68,GH
08/THS1692,"FLOUR, TEMPURA SANWA 350g/20",0,0,0,0,0,9.92,9.92,7.44,9.92,12.4,0,0,49.6,GG
06-52090,"PIE CRUST MIX, BC FREE FLOW 11z",3.81,0,0,0,0,3.81,0,0,7.62,3.81,19.05,11.43,49.53,GG
ZUS980288776,"CORN STARCH, CLABBER GIRL 21oz",4.95,4.95,14.85,9.9,4.95,0,9.9,0,0,0,0,0,49.5,GG
TW96945,"HAIR CLIP, KOLOHE DLX TUTU HIBIS",0,0,0,19.8,9.9,9.9,9.9,0,0,0,0,0,49.5,GH
TW96630,"HAIR CLIP, LG CATTLEYA ORCHID X3",0,0,0,4.95,0,0,4.95,4.95,0,29.7,0,4.95,49.5,GH
TW96811,"HAIR CLIP, TUTU LG HIBISCUSX3 RD",0,0,0,0,14.85,4.95,4.95,0,0,0,4.95,19.8,49.5,GH
BTMHRELASTICS,"HAIR ELASTIC, SCRUNCHIE 10PK",4.95,0,4.95,4.95,4.95,4.95,9.9,4.95,0,0,0,9.9,49.5,GH
GSIKG-WF01MBCM,"SUNGLASS, POLARIZED -KGWF01-MBCM",0,34.65,14.85,0,0,0,0,0,0,0,0,0,49.5,GH
501CAN01#7.5X7,"CANDLE, SMOKLSS NON-DRIP 7.5x7.5",9.9,0,0,9.9,0,0,0,4.95,9.9,4.95,0,9.9,49.5,GN
II52530,"DRAWER ORGANIZER, ID 3X12X2",0,9,4.5,4.5,0,9,4.5,9,0,9,0,0,49.5,GN
6408,"PET BRUSH/COMB, PIN BRISTLE LG",9,9,4.5,4.5,9,4.5,9,0,0,0,0,0,49.5,GN
VSI59660,"TISSUE, Q SOFT PCKTSZ 10CT 4-PLY",2.5,1.25,5.25,9.5,9,2.5,10.5,6.25,2.25,0.5,0,0,49.5,GN
DOL18170,"WAIST BIN, PLASTIC 8L",49.5,0,0,0,0,0,0,0,0,0,0,0,49.5,GN
51431,"HAIR COLOR, BALSAM #615 DARK BRW",0,5.49,0,10.98,0,0,0,10.98,5.49,0,5.49,10.98,49.41,GH
WHP4990A.6T,"ODOR ABSORBER, AIRBOSS CLOSET 4z",0,5.49,5.49,0,0,5.49,0,5.49,0,0,10.98,16.47,49.41,GN
FLX51603925,"CRAB MEAT, SMART  FLAKE 2.5#/4",0,0,0,0,0,0,0,49.4,0,0,0,0,49.4,GM
NAB06409,"CRACKERS, TRISCUIT TZATZIKI 8.5z",22.45,8.98,8.98,8.98,0,0,0,0,0,0,0,0,49.39,GG
85-02573,"EASTER PAIL, ANIMAL 1ct/30",0,0,49.35,0,0,0,0,0,0,0,0,0,49.35,GN
FLX30611298,"ASPARAGUS, SS SPEARS 15z/12",39.48,0,9.87,0,0,0,0,0,0,0,0,0,49.35,GG
71907,"SPRAY STARCH, NIAGARA LEM 20oz",9.87,0,3.29,3.29,6.58,0,6.58,3.29,3.29,9.87,0,3.29,49.35,GN
619S#0.5L,"MUG, GLASS 0.5LTR WC FQ-0.5L-20",5.8,0,0,0,0,2.9,8.7,2.9,5.8,11.6,8.7,2.9,49.3,GN
53376,"SALT, MORTON POPCORN 3.75z/12",1.59,11.13,3.18,3.18,1.59,6.36,4.77,3.18,4.77,0,4.77,4.77,49.29,GG
EX850/18BR FB,"ELASTIC, 18PC BROWN FLAT",3.08,1.54,1.54,0,0,4.62,10.78,10.78,16.94,0,0,0,49.28,GH
PNG63220,"T/BRUSH, ORAL B MICKY CHILD",0,0,0,3.52,3.52,3.52,0,10.56,7.04,14.08,0,7.04,49.28,GH
LI41068,"DOG HARNESS, 1""GO GO GECKO 24-38",0,0,0,0,0,0,0,0,0,0,49.28,0,49.28,GN
608#2399-10,"PLATE, MELAMINE 10""",3.08,21.56,1.54,15.4,3.08,4.62,0,0,0,0,0,0,49.28,GN
CPC32369,"BODY WASH, SUAVE COCOA BTR 18oz",49.27,0,0,0,0,0,0,0,0,0,0,0,49.27,GH
168HAIRCLIP2,"HAIR CLAW, BUTTERFLY 3IN1",8.19,7.02,4.68,12.87,7.02,7.02,2.34,0,0,0,0,0,49.14,GH
FLPADSDSWNG23C,"PADS, SOFTEX DAUNSIRIHWNG 10P/48",14.04,16.38,17.55,1.17,0,0,0,0,0,0,0,0,49.14,GN
TSIMX-3612,"PITCHER, SHAKE/INFUSE ASSRT PRIM",24.54,24.54,0,0,0,0,0,0,0,0,0,0,49.08,GN
CH44232,"WATER BOTTLE, 1 GALLON STUDIO",0,0,0,0,24.54,24.54,0,0,0,0,0,0,49.08,GN
32-81050,"C23, WERTHER SFT CRML 10.8oz/20",10.9,10.9,16.35,10.9,0,0,0,0,0,0,0,0,49.05,GG
RM2184348,"CEREAL CONTAINER, RM 22C RACRD",0,0,0,0,0,0,0,0,32.7,0,0,16.35,49.05,GN
LI36352,"DOG COLLAR, LUPINE 12-20 1""PINK",0,0,0,0,0,0,16.35,32.7,0,0,0,0,49.05,GN
ALS39942,"PET COLLAR, MEADOWS 3/4""X14-20",21.8,5.45,16.35,0,0,0,5.45,0,0,0,0,0,49.05,GN
PIT38-0062BL,"TABLE COVER, SPANDEX RCT 6FT BLU",0,0,0,16.35,32.7,0,0,0,0,0,0,0,49.05,GN
EWI8124PU,"FRY PAN, EWI 9.5"" PURPLE CERAMIC",0,49.05,0,0,0,0,0,0,0,0,0,0,49.05,GN
EWIELG32234,"SALAD SPINNER, ELLE GOURMET",0,0,0,0,0,49.05,0,0,0,0,0,0,49.05,GN
RM2024350,"FOOD STORAGE, RM OS 3.2C MED BRI",0,0,0,0,0,0,12.26,0,0,0,0,36.78,49.04,GN
32-42927,"V24, CRML MILK HRT SM 3.1oz/6",0,49.02,0,0,0,0,0,0,0,0,0,0,49.02,GG
BET04,"BETADINE, SKIN CLEANSER 120ml",0,0,0,0,0,0,0,0,0,40.85,0,8.17,49.02,GH
33F/D-803,"BOX CUTTER, TOUCH KNIFE ASST",14.19,18.06,10.32,5.16,1.29,0,0,0,0,0,0,0,49.02,GN
CAN4521099,"CANDLE, CL TROPICAL FRUIT MEDLEY",0,0,0,0,1.69,28.73,18.59,0,0,0,0,0,49.01,GN
ZUS980418360,"WIPER BLADE, 16"" PEAK OPTIX",0,0,0,0,0,0,0,0,0,0,0,49,49,GN
06-16329,"PEAS, DM SWT NO SALT 15oz/12",0,8.16,10.88,8.16,8.16,13.6,0,0,0,0,0,0,48.96,GG
TSJ1144,"CLAW CLIP, ANIMAL PRINT ACRYLIC",0,4.08,4.08,16.32,24.48,0,0,0,0,0,0,0,48.96,GH
EXJ1256/18,"CLIP, 18PC PC MINI CLAW",6.12,6.12,3.06,0,0,0,3.06,6.12,3.06,0,0,21.42,48.96,GH
85-00283,EASTER BUBBLES RABBIT 1ct/36,0,0,48.96,0,0,0,0,0,0,0,0,0,48.96,GN
36-24319,"PASTE, REESSE'S ANCHOVY 1.6oz/10",0,0,0,0,0,0,0,0,32.64,2.72,5.44,8.16,48.96,GG
LCIPW2690,"CUP, ROYAL PEDSTL CLR 4z-12ct",5.44,13.6,0,5.44,0,0,2.72,5.44,0,5.44,2.72,8.16,48.96,GN
VSI64952,"GIFT BAG, BALLOONS JUMBO ASST",0,0,0,0,0,0,4.08,12.24,4.08,16.32,4.08,8.16,48.96,GN
12/00004504,"HULLED MILLET, RADIANT ORG 500gm",20.97,0,0,0,13.98,0,0,0,0,0,6.99,6.99,48.93,GG
20139,"SPICE, SPICE HNTR POULTRY  .77oz",0,0,0,0,6.99,6.99,13.98,6.99,0,0,6.99,6.99,48.93,GG
33F/KDT4B,"THERMOMETER, CLINICAL MT502",0,0,0,0,6.99,13.98,13.98,6.99,0,0,6.99,0,48.93,GH
CWIE680R,"ROLL ONS, ESS OIL PEPPERMINT",0,0,0,6.99,6.99,0,0,20.97,0,6.99,6.99,0,48.93,GN
39020,"ALMOND PASTE, SOLO 8OZ/12",0,13.98,0,0,27.96,0,0,0,0,0,0,6.99,48.93,GG
32-82036,"C23, NIAGARA CHOC MIXED 4oz/36",6.99,6.99,27.96,0,0,6.99,0,0,0,0,0,0,48.93,GG
06-47708,"CEREAL, CRM OF WHEAT 2.5min 28z",0,0,0,0,20.97,6.99,13.98,6.99,0,0,0,0,48.93,GG
EXH1129,"BANDANAS, MULTI PURPOSE NEON",0,0,0,0,0,0,13.04,6.52,3.26,16.3,9.78,0,48.9,GH
BW713030,LIGHTBULB PORTBL 200LMN wBASED,0,3.26,0,19.56,0,0,0,9.78,0,0,9.78,6.52,48.9,GN
TSJ1159/3,"CLIP, 3PC CLAW",0,0,0,0,6.52,3.26,8.15,8.15,4.89,3.26,8.15,6.52,48.9,GH
FS74290,"POT HOLDER SET, 2PC 6.75"" SOLID",30.97,0,0,6.52,11.41,0,0,0,0,0,0,0,48.9,GN
RPC18394T,"HOT CHOCO POP, CHARMS 7CT 3.85z",16.29,5.43,7.24,1.81,18.1,0,0,0,0,0,0,0,48.87,GG
UPD79924,"T/BRUSH, BARBIE 2PK MANUAL",0,0,0,9.05,7.24,5.43,16.29,5.43,0,0,0,5.43,48.87,GH
CC21903,"BOWL, CHEF CRAFT SPRING 6"" PLSTC",0,0,0,0,18.1,0,3.62,3.62,1.81,5.43,10.86,5.43,48.87,GN
B11272,"PACIFIER, JEWL STAGE 2 BLUE",0,0,8.14,8.14,0,8.14,16.28,0,0,8.14,0,0,48.84,GI
II40131,"KITCHEN MAT, 18""X16"" MOCHA",16.28,0,0,0,0,0,0,8.14,24.42,0,0,0,48.84,GN
VSI88918,"PERFUME, WOMEN DRM CTCHR SET 2PC",0,0,0,0,0,0,8.14,8.14,24.42,8.14,0,0,48.84,GN
VSI88411,"PERFUME, WOMEN SHINE SET 2PK",0,0,0,0,16.28,0,8.14,16.28,8.14,0,0,0,48.84,GN
FLX30649254,"BREAD CRUMBS, RA ITALIAN 15oz/12",8.61,11.48,2.87,5.74,2.87,17.22,0,0,0,0,0,0,48.79,GG
UPD9515924,"T/BRUSH, HOT WHEELS 2PKMANUAL",0,0,0,0,5.85,5.85,7.8,5.85,3.9,5.85,9.75,3.9,48.75,GH
DOL62394,"STORAGE JAR, 9""DX9.4"" 3PC WHT",0,0,0,0,0,9.28,6.96,13.92,9.28,6.96,2.32,0,48.72,GN
702407-CL,"BACK SCRATCHER, 2PK/20",0,0,0,0,0,0,0,0,0,0,10.82,37.87,48.69,GN
EX10105/12 NV,"ELASTIC, 12PC EXTRA LARGE NAVY",3.14,3.14,4.71,7.85,4.71,9.42,9.42,6.28,0,0,0,0,48.67,GH
7712,"LAXATIVE, PHILLIPS MILK OF MAG",6.95,6.95,0,0,0,6.95,0,0,0,0,20.85,6.95,48.65,GH
GSIPZ-WF01,"SUNGLASS, POLARIZED -PZ-WF01",0,0,0,0,0,20.85,0,6.95,0,13.9,0,6.95,48.65,GH
GSI8AF107-MIX,"SUNGLASS, POLARIZED 8AF107-MIX",0,0,0,0,13.9,20.85,0,6.95,0,0,0,6.95,48.65,GH
GSI8GSL22516,"SUNGLASS, POLARIZED 8GSL22516",13.9,6.95,0,0,6.95,13.9,0,6.95,0,0,0,0,48.65,GH
KOLOL601,"PET BOWL MAT, FOUR PAW 23""X17""",0,0,6.95,0,6.95,6.95,6.95,0,13.9,6.95,0,0,48.65,GN
702261,"TEA LIGHTS, LED WHITE 6PK BLISTR",0,0,0,0,0,0,0,0,20.85,20.85,6.95,0,48.65,GN
PNG41501,"BATTERIES, DURACELL AA 4PK/14",0,0,0,0,0,0,0,0,0,0,0,48.65,48.65,GN
DGECANDLEBDAY3,"CANDLE, BIRTHDAY RELIGHT  1PK",9,8.1,3.6,0.9,0,0,0,5.4,5.4,5.4,3.6,7.2,48.6,GN
579866,"CAR FRESH, GRN ROYAL PINE",0,0,0,0,0,0,0,0,0,0,44.1,4.5,48.6,GN
U1P-10967,"CAR FRESH, LT PINA COLADA 1-PK",0,0,0,0,0,0,0,0,0,0,39.6,9,48.6,GN
06-18141,"TOMATO, CONTADINA SAUCE 8oz/48",7.56,2.16,6.48,4.32,0,1.08,3.24,8.64,2.16,8.64,2.16,2.16,48.6,GG
EXG1144,"COMB, 2PC CURLING & TEASING",0,0,0,0,4.05,5.4,2.7,6.75,9.45,4.05,9.45,6.75,48.6,GH
TS124TLN,"HAIR DRYER, 1875W FLDCMPCT DKGRY",0,0,0,0,0,0,0,0,0,0,0,48.52,48.52,GH
HAP120,"COTTON, HAPPY 12g/100",5.13,3.42,2.09,4.37,3.42,6.46,2.66,5.89,2.85,4.75,3.04,4.37,48.45,GH
BW181308,"ALLERGY RELIEF, A2Z 25mg/24ct",1.79,1.79,10.74,10.74,5.37,5.37,1.79,10.74,0,0,0,0,48.33,GH
18-90893,CAMPHO-PHENIQUE COLD SORE .23z/6,0,0,0,6.04,12.08,6.04,0,6.04,6.04,6.04,6.04,0,48.32,GH
CWIE350,"ESSENTIAL OIL, CW FRANKINCENSE",0,0,0,0,12.08,12.08,0,0,0,0,0,24.16,48.32,GN
801530,"RAMBLER, YETI STRAW LID 30oz",0,12.08,12.08,0,0,12.08,0,0,0,0,0,12.08,48.32,GN
MDLCUR45701,"BANDAGE, CURAD CAMP CAMO 25CT/1",7.62,5.08,2.54,5.08,2.54,12.7,2.54,0,0,2.54,0,7.62,48.26,GH
44-28711,"ROASTING PAN, ALUM W/LID 2PC",0,0,0,0,0,0,0,0,0,0,48.24,0,48.24,GN
44-101558,"SPONGE, CELLULOSE 2PK",0,0,0,0,0,0,0,0,0,0,26.8,21.44,48.24,GN
60-30107,"TRASH BAG, XTRA TUFF 13GAL 26CT",0,0,0,0,0,0,0,0,0,0,2.68,45.56,48.24,GN
42-80031,"CUTLERY SET, SS 4PC 12PK",0,0,0,0,0,0,0,0,0,0,16.08,32.16,48.24,GN
SAF20234Z75,"POT HOLDER, WOV 7.5X9 CHARCOAL",5.36,0,0,0,10.72,0,0,0,5.36,0,16.08,10.72,48.24,GN
TSH1098,"HEADBAND, SILK KNOT",14.84,0,0,0,0,0,11.13,0,0,7.42,3.71,11.13,48.23,GH
09F-C9A83-12,"CONTACT PAPER, POTPOURRI 18X9",11.13,0,18.55,18.55,0,0,0,0,0,0,0,0,48.23,GN
281W6,"GIFT WRAPPER, GL ISLAND GARLAND",0,0,0,0,29.68,0,0,0,0,0,0,18.55,48.23,GN
CD-704235,"STICKER SHEETS, TRACE LETTERS",0,0,0,0,3.71,0,18.55,25.97,0,0,0,0,48.23,GN
WBPCWBSCBK13,"POPCORN MAKER, WB 6QT STRCRZYBLK",0,0,0,0,0,0,0,48.17,0,0,0,0,48.17,GN
LI42709,"PET LEAD, 3/4"" ALPEN G 6ft",0,12.04,0,0,0,0,12.04,12.04,0,12.04,0,0,48.16,GN
LI72409,"PET LEAD, 3/4"" RAIN SONG 6ft",0,0,0,36.12,12.04,0,0,0,0,0,0,0,48.16,GN
HFI418SH,"WATER BOTTLE, TIME MARKER FRZR",12.04,36.12,0,0,0,0,0,0,0,0,0,0,48.16,GN
FLX30652601,"FLOUR, SS UNBLEACHED 5lbs/8",0,0,0,0,0,0,0,0,0,0,16.05,32.1,48.15,GG
32-60352,C23 GOLDEN EGGS DARK 3.3oz/10,0,0,48.15,0,0,0,0,0,0,0,0,0,48.15,GG
32-60351,C24 MILK CHOC EGG HZLNT 3.3oz/10,0,0,48.15,0,0,0,0,0,0,0,0,0,48.15,GG
33-05355,C24 HARD CANDY CM ORGNL 5.84z/24,0,0,0,0,0,0,0,0,0,0,0,48.1,48.1,GG
EX10113/18E,"PONYTAIL, 18PC EARTH TONES",3.7,3.7,0,3.7,7.4,7.4,14.8,7.4,0,0,0,0,48.1,GH
575#8000,"HAND SOAP, BLUE WORKER 500ml",5.55,0,3.7,9.25,5.55,1.85,22.2,0,0,0,0,0,48.1,GN
06-82448,"MARSHMALLOW CREAM, EED 7oz/12",6.87,6.87,0,0,6.87,4.58,2.29,4.58,9.16,2.29,0,4.58,48.09,GG
FNT41045,"PIZZA CUTTER, S/S W/PLSTC HANDLE",2.29,6.87,6.87,6.87,9.16,0,2.29,0,0,0,6.87,6.87,48.09,GN
168HEADBAND6,"HEADBAND, ASST DESIGNS",0,0,4.8,1.2,3.6,14.4,3.6,1.2,7.2,10.8,1.2,0,48,GH
2101069,"HEAT PAD, SUNBEAM 12X24"" KING SZ",0,0,0,0,0,0,0,0,0,0,47.99,0,47.99,GH
EABK-9628,"FRY PAN, ECOLUTION ART CHK FRYR",0,0,0,0,0,0,47.99,0,0,0,0,0,47.99,GN
CP21639,"FLASHLIGHT, COAST HX5 IN SG CLAM",0,0,0,0,0,0,0,0,0,0,0,47.98,47.98,GN
ZUC438791,"GUM, DUBBLE BUBBLE TUB 340pc",0,0,0,0,0,0,0,0,0,0,0,47.97,47.97,GG
ZUS990341951,"BOOK, GREAT & PRECIOUS THINGS",0,0,0,0,0,0,15.99,15.99,0,0,15.99,0,47.97,GN
ZUS980317327,"BOOK, KIT&KABOODLE PUZZLE READER",0,0,31.98,0,0,0,0,0,0,15.99,0,0,47.97,GN
ZUS990341948,"BOOK, THE LAST LETTER",0,0,0,0,0,0,0,15.99,0,0,15.99,15.99,47.97,GN
CAN43301279,"CANDLE, CL JAR COCONUT NOIR 14z",0,15.99,31.98,0,0,0,0,0,0,0,0,0,47.97,GN
1147783,"PYREX, BAKER BASIC 9X13 MULTIUSE",11.99,0,11.99,11.99,0,0,0,0,11.99,0,0,0,47.96,GN
RSP450GBSK04,"POPCORN POPPER, RBD STIRRING",0,0,0,0,47.95,0,0,0,0,0,0,0,47.95,GN
GBI60440,"DISH DET, PRIL FRT VNGR LYCHEE",0,7.99,0,0,7.99,7.99,0,7.99,0,7.99,0,7.99,47.94,GN
HDSDM01888,"WALL MIRROR, 14""x18"" GOLD",0,0,0,0,15.98,15.98,0,7.99,7.99,0,0,0,47.94,GN
71-97020,"FVG, POTATOES STOUF SCALLOPD 24z",7.99,0,0,15.98,0,0,0,0,23.97,0,0,0,47.94,GF
53045,"CORN FLOUR, QUAKER MASA 4.4#/8",7.99,7.99,0,7.99,7.99,0,0,0,0,15.98,0,0,47.94,GG
31-10483,"PECAN, EED CHOPPED 8oz/6",0,0,0,0,0,0,0,0,0,23.97,23.97,0,47.94,GG
HDSTB41073,TOILET BRUSH HOLDER ORB,15.98,0,0,0,0,0,0,0,0,0,0,31.96,47.94,GN
GC13545,"EGG SLICER, GOOD COOK PLSTC FRME",11.98,5.99,5.99,0,0,0,0,0,5.99,0,11.98,5.99,47.92,GN
33-02293,C24 CELTIC SSC HOLIDAY 3.6oz/12,0,0,0,0,0,0,0,0,0,0,5.99,41.93,47.92,GG
89-40936,"PADS, CAREFREE LINERS 54ct/4",0,0,0,0,0,0,23.96,23.96,0,0,0,0,47.92,GH
C53040,"SHAMP, BEL 3IN1 SWT VAN 16.9z",11.98,0,0,0,35.94,0,0,0,0,0,0,0,47.92,GH
CH41275,"PASTRY MAT, NS ROLLUP W/MEASRMNT",0,0,23.95,23.95,0,0,0,0,0,0,0,0,47.9,GN
FNTBT7620,"SALAD BOWL SET, FNT RND 7PC GRN",0,0,0,47.9,0,0,0,0,0,0,0,0,47.9,GN
AP73801,STACKABLE STOR KEEPERS 80oz,0,0,14.37,4.79,9.58,9.58,0,9.58,0,0,0,0,47.9,GN
Jan-95,"DUSTER, EXPENDABLE 32""",0,0,0,0,0,3.99,11.97,7.98,0,0,15.96,7.98,47.88,GN
1070791,"PYREX, STORAGE PLUS 1CUP ROUND",11.97,3.99,0,3.99,3.99,0,0,3.99,0,7.98,3.99,7.98,47.88,GN
ZUC1837753,"CHEESE SAUCE, RICOS NACHO 3.5z C",0,0,0,0,0,0,0,0,0,0,0,47.88,47.88,GG
76-40016,"DRINK, KEVITA ORGANIC MLMC 15.2z",0,0,0,0,0,0,0,47.88,0,0,0,0,47.88,GG
41-80309,"SALSA, HERDEZ CHNKY HOT 15oz/6",0,0,0,0,0,0,0,0,0,0,47.88,0,47.88,GG
39-02891,"SHELLS & CHSE, VELVEETA ORIG 12z",0,0,0,0,0,0,3.99,11.97,31.92,0,0,0,47.88,GG
LDCMMM78194,"SNACK, COMBO PRETZL RNCH 6.3z/12",0,0,0,0,0,0,0,47.88,0,0,0,0,47.88,GG
LDCMMM42006,"SNACK, PRETZEL PIZZERIA 6.3z/12",0,0,0,0,0,0,0,47.88,0,0,0,0,47.88,GG
EX1459/7BW,"BOW CLIPS, 7 DAY BLACK & WHITE",3.99,0,0,3.99,0,0,3.99,11.97,3.99,7.98,7.98,3.99,47.88,GH
DWB15,"EMULSION CRM, MONDESS V20-6% 120",1.26,2.52,5.04,3.78,1.26,2.52,5.04,11.34,3.78,5.04,3.78,2.52,47.88,GH
44-07380,"HAND SOAP, DIAL LIQ W-TEA 11z/12",0,31.92,15.96,0,0,0,0,0,0,0,0,0,47.88,GH
ZUS980311661,"BF, GERBER ORG PUFFS 1.45z/6",0,0,0,47.88,0,0,0,0,0,0,0,0,47.88,GI
42-82768,"CANDLE, CITRONELLA IN PAIL 2.8OZ",0,0,0,0,0,0,7.98,3.99,3.99,7.98,0,23.94,47.88,GN
SAFHW03952,"GLASS JAR, CHALKBRD&BLK LID 1.2L",0,0,0,0,0,0,19.95,3.99,19.95,3.99,0,0,47.88,GN
JM40020,"OVEN MITT, BLK QUILTED",0,0,0,0,0,0,0,0,47.88,0,0,0,47.88,GN
WBPC10631,"POPCORN BUCKET, WEST BEND 3QT",0,0,0,0,0,11.97,19.95,11.97,3.99,0,0,0,47.88,GN
BW918829,"TABLE COVER, PARTY PLST HTPK 84""",2.52,16.38,6.3,5.04,2.52,3.78,2.52,1.26,0,1.26,3.78,2.52,47.88,GN
60-33125,"WHISK, STAINLESS STEEL CUSHION",0,0,0,0,3.99,3.99,35.91,3.99,0,0,0,0,47.88,GN
39-01547,"MAC'N CHEESE, KRAFT DLX 12oz/12",0,0,0,0,0,0,0,7.98,39.9,0,0,0,47.88,GG
BW715073,"SNACKS, PO SNFLWR SEEDKRNL 6z/48",32.76,15.12,0,0,0,0,0,0,0,0,0,0,47.88,GG
K9564,"YAMS, MOGI SHIRATAKI 200G/50",0,0,1.26,5.04,7.56,7.56,11.34,15.12,0,0,0,0,47.88,GG
48593,"MOUSSE, SUAVE EXTRA HOLD #7 9z/3",7.98,39.9,0,0,0,0,0,0,0,0,0,0,47.88,GH
HDSCH37043,"CUTLERY HOLDER, PLASTIC WHITE",3.99,19.95,11.97,3.99,7.98,0,0,0,0,0,0,0,47.88,GN
JM41039,"OVEN MITT, CHEF'S",0,0,0,0,0,0,0,7.98,39.9,0,0,0,47.88,GN
06-58637,"PB, JIF CREAMY TO GO 8CUPS/6",8.7,17.4,8.7,0,8.7,4.35,0,0,0,0,0,0,47.85,GG
AHPSM50,"COFFEE MUG, ASOBU CORK CERAMIC",0,15.95,0,15.95,15.95,0,0,0,0,0,0,0,47.85,GN
CWISDWKVHBL,"DIFFUSER, MEDIUM WICKER SDWKVHBL",0,0,0,0,0,0,0,0,0,15.95,31.9,0,47.85,GN
AHPTWB20,"DOG BOWL BOTTLE, ASOBU 50z",15.95,0,0,0,0,0,0,0,0,0,0,31.9,47.85,GN
PRO3187,"HEADLAMP, PRO-4 LED LIGHT-BAR",15.95,0,0,15.95,15.95,0,0,0,0,0,0,0,47.85,GN
1090949,PYREX OBLONG 3QT W/RED PLST CVR,0,15.95,15.95,0,0,0,0,15.95,0,0,0,0,47.85,GN
6001001,"PYREX, MIXING BOWL ORIGINAL 3ct",0,0,0,0,0,0,15.95,15.95,0,15.95,0,0,47.85,GN
EECO-2814,"SAUCEPAN, ELEMENTS 1qt COPPER",0,0,15.95,15.95,0,0,0,0,0,0,0,15.95,47.85,GN
BW822142,"DEOD, LADY SPEED STICK ROSE 2.1z",8.97,5.98,8.97,2.99,17.94,2.99,0,0,0,0,0,0,47.84,GH
AV1497511,"LOTION, AVON CARE ANTIBAC 250ml",0,0,0,0,2.99,8.97,5.98,0,0,0,14.95,14.95,47.84,GH
JCS23863,"CUP, FOAM AXXION 16z 14CT/16",0,0,0,0,0,0,2.99,2.99,8.97,17.94,11.96,2.99,47.84,GN
48-MPU285854,"TOWEL, 5PK MICROFIBER WHT",0,0,0,0,8.97,14.95,0,0,0,0,0,23.92,47.84,GN
41-2105,"CAP LIGHT, 2CR2016 3LED 20LUMENS",0,11.95,0,0,0,11.95,0,0,0,0,0,23.9,47.8,GN
HFI417RB,"WATER BOTTLE, 2IN1 SNACK RAINBOW",0,0,0,23.9,0,0,0,0,0,0,0,23.9,47.8,GN
HFI434TB,"WATER BOTTLE, BIG BELLY 34OZ BTT",0,0,0,0,0,11.95,35.85,0,0,0,0,0,47.8,GN
