SKU,item_name,jan_net_sales,feb_net_sales,mar_net_sales,apr_net_sales,may_net_sales,jun_net_sales,jul_net_sales,aug_net_sales,sep_net_sales,oct_net_sales,nov_net_sales,dec_net_sales,total_net_sales,category
BW608656,"STORAGE BAG, GDSNS FOLD 100ct",0,0,629.52,30.96,0,0,0,0,0,0,0,0,660.48,GN
CPC25100,"COTTON SWAB, Q-TIPS 625CT/24",29.75,35.7,47.6,35.7,107.1,41.65,47.6,53.55,17.85,35.7,172.55,35.7,660.45,GH
BW772665,"JUICE, KERNS GUAVA NECTAR 33.8z",32.5,547.5,80,0,0,0,0,0,0,0,0,0,660,GB
PNG30566,"PADS, ALWAYS MAXI LONG W/W 32ct",41.75,83.5,8.35,100.2,83.5,41.75,58.45,33.4,16.7,25.05,91.85,75.15,659.65,GH
IG50332,"COOLER, IG 30qt LATIT METEOR WHT",119.9,0,0,119.9,59.95,59.95,119.9,119.9,0,0,59.95,0,659.45,GN
BFI00218,"IC CRM, B&J STRAW CHSCK PINT/8",34.65,39.6,103.95,54.45,79.86,103.95,0,99,29.7,9.9,69.3,34.65,659.01,GF
40668,"CAT FOOD, FNCY FST FISH/SHRMP 3z",39.06,35.28,45.36,15.12,30.24,69.3,49.14,7.56,35.28,98.28,74.34,160.02,658.98,GN
PNG06311,"SHAMP, H&S SH TREA OIL 12.5z/6",87.36,47.04,40.32,94.08,13.44,0,40.32,100.8,53.76,47.04,67.2,67.2,658.56,GH
75-31420,"CHEESE, EED SWISS SLICED 8oz",92.04,31.86,148.68,28.32,31.86,28.32,49.56,7.08,53.1,49.56,92.04,46.02,658.44,GC
ERB006-5PC,"IMODIUM, LOPERAMIDE CAPSLS 5pc",19.53,22.32,61.38,75.33,30.69,36.27,41.85,100.44,50.22,111.6,53.01,55.8,658.44,GH
06-82848,"POWDER MILK, EED NONFAT DRY 9.6z",0,5.72,0,0,80.08,137.28,5.72,137.28,143,0,62.92,85.8,657.8,GB
FLX4987803,"IC CRM, HD VANILLA 28OZ/6",28.7,86.1,14.35,86.1,0,43.05,112.32,86.1,43.05,43.05,100.45,14.35,657.62,GF
MBI50950,"CHIPS, DORITOS SMPLY WHT CHD 7.5",76.86,17.08,93.94,68.32,34.16,0,25.62,153.72,0,0,0,187.88,657.58,GG
HE-CRACKER/SLT,"RICE CRACKERS, SALTY 20PC/12",47.77,2.81,101.16,36.53,28.1,0,134.88,67.44,53.39,59.01,47.77,78.68,657.54,GG
GBI10417,"RICE, CJ BROWN COOKED 210G/36",27.5,62.5,40,67.5,75,65,80,52.5,32.5,55,32.5,67.5,657.5,GR
17-77189,"TURKEY BREAST, F/F VAR PK 9oz/15",152.79,194.46,166.68,143.53,0,0,0,0,0,0,0,0,657.46,GM
NIV27,"DEOD, NIVEA DRY&COMF 50ml/24",54,54,67.5,45,36,54,63,58.5,36,40.5,90,58.5,657,GH
39472,"DRINK, BRAGG ACV HONEY 16OZ/12",56.55,43.5,17.4,47.85,39.15,47.85,95.7,82.65,91.35,47.85,47.85,39.15,656.85,GG
61/CURRYMEAT,"CURRY MEAT, MALABAR PWD 250gm/20",66.31,41.88,59.33,62.82,45.37,80.27,125.64,66.31,80.27,27.92,0,0,656.12,GG
60332,"DRAMAMINE, ORIGINAL 12CT TABLET",41.4,62.1,27.6,27.6,27.6,96.6,41.4,34.5,41.4,82.8,110.4,62.1,655.5,GH
SANKO-04801,RICE CRACKER UME-ZARAME 110g/12,0,97.65,52.08,0,73.78,73.78,84.63,67.27,52.08,45.57,34.72,73.78,655.34,GG
FS74367,"CLOTHES PIN, MR.HANDY WOOD 48pc",92.05,65.75,0,31.56,60.49,42.08,89.42,44.71,21.04,42.08,57.86,107.83,654.87,GN
SAF22,"BAR SOAP, SAFEGUARD IVORY W 125g",29.7,31.05,47.25,31.05,55.35,70.2,55.35,94.5,2.7,83.7,52.65,101.25,654.75,GH
P77111,"PERFUME, GENDER 1 CK 100mL-3.4oz",87.24,72.7,58.16,0,0,0,0,0,0,247.18,72.7,116.32,654.3,GH
JCS117721,"COOKIES, LIL DM STRWBRY CRM 5oz",28.08,47.97,86.58,19.89,78.39,62.01,44.46,98.28,77.22,43.29,47.97,19.89,654.03,GG
FLX51637196,"BREAKFAST LINKS, MS SAUSAGE 8z/6",0,0,0,0,159.72,46.32,0,54.04,84.92,84.92,61.76,162.12,653.8,GF
06-44046,"SAUCE, NEWMAN'S MARINARA 24OZ/8",36.32,59.02,59.02,31.78,45.4,36.32,77.18,86.26,68.1,104.42,49.94,0,653.76,GG
06-83214,"NUTS, EED PNT RST UNSLTD 16z",49.94,31.78,27.24,63.56,81.72,40.86,22.7,49.94,49.94,49.94,95.34,90.8,653.76,GG
BTMHAIRNET,"HAIR NET, BLACK THICK 12CT/1PK",32.31,43.08,57.44,43.08,240.53,68.21,68.21,39.49,14.36,43.08,3.59,0,653.38,GH
JHK70833,"VEGETABLE OIL, CRISCO 40oz /9",0,0,26.85,53.7,62.65,44.75,80.55,62.65,71.6,89.5,71.6,89.5,653.35,GG
30-20211,"CEREAL, MOM 4 VRTY MIXED 1ct/150",0,0,0,0,0,0,97.3,139,201.55,166.8,48.65,0,653.3,GG
06-35616,"TRASH BAG, EED 30gal-10ct/12",0,0,0,0,0,0,0,0,118.23,168.9,146.38,219.57,653.08,GN
71-13883,"CHICKEN PATTIES, MS VEGAN 10oz/8",83.86,95.84,89.85,5.99,59.4,23.96,54.45,41.93,35.94,35.94,59.9,65.89,652.95,GF
S-MAR-03,"UDON, MAR OTOHIME 250G/36",44.46,31.59,50.31,104.13,17.55,21.06,33.93,38.61,43.29,44.46,104.13,119.34,652.86,GG
MBI1621,"PLASTIC BAG, GO GREEN TS THANK U",68.72,0,68.72,0,34.36,34.36,0,68.72,240.52,0,68.72,68.72,652.84,GN
19353,"SAUCE, CLASSICO ALFREDO 15oz/12",64.2,58.85,112.35,74.9,53.5,32.1,48.15,42.8,32.1,37.45,10.7,85.6,652.7,GG
EL246824,"NOODLE, VERMICELLI BEAN 250G/20",56.7,3.78,36.54,64.26,0,5.04,311.22,36.54,7.56,42.84,60.48,27.72,652.68,GG
ZUS990016866,"SHAMP/COND, DOVE AN-FRIZZ 40z/2",29,0,116,14.5,58,43.5,87,58,43.5,0,101.5,101.5,652.5,GH
06-39845,"BF, GERBER PUFFS VANILLA 1.48z/6",45,40.5,36,31.5,45,31.5,36,54,94.5,36,81,121.5,652.5,GI
BTMTTHBRUSH04,"T/BRUSH, SPRINGMAID 8154",59.94,56.7,51.84,53.46,38.88,34.83,42.12,46.98,68.04,46.98,72.09,80.19,652.05,GH
ZUC1340963,"SODA, JARRITOS CLUB VAR 12.5oz",1.9,0,0,250.8,22.8,0,0,0,0,0,174.8,201.4,651.7,GN
MT7V0W,"MICROWAVE, 0.7CF AVANTI WHT 700W",92.95,0,0,92.95,0,92.95,0,92.95,0,0,92.95,185.9,650.65,GN
GH1029,"DISH DET, SUNLIGHT 1ltr/12",0,0,4.17,170.97,233.52,8.34,58.38,4.17,95.91,16.68,4.17,54.21,650.52,GN
FLADIAPERTPL4,"ADULT DIAPER, CONFI TPAS L 4P/10",163.59,31.92,0,0,0,0,0,39.9,27.93,91.77,95.76,199.5,650.37,GN
FLX30632665,"KETCHUP, RA BOTTLE 64oz/9",97.86,146.79,34.95,0,258.63,111.84,0,0,0,0,0,0,650.07,GG
GH61005881,"T/PASTE, COL TRIPLE ACTION 160g",0,0,28.53,133.14,177.52,136.31,114.12,15.85,0,0,0,44.38,649.85,GH
BLSTMEGG00000,"BLENDER, OSTER 7SPD GLASS GREY",99.9,149.85,49.95,49.95,49.95,49.95,49.95,49.95,49.95,49.95,0,0,649.35,GN
N2037440,"COOKIES, FIG NEWTONS NAB 2OZ/48",116.64,20.16,39.6,52.56,49.68,88.56,61.2,46.08,72.72,17.28,12.96,71.28,648.72,GG
48-10423,"CAKE, GIVEGO CUP 2BITE RD VELVET",93.33,38.43,38.43,60.39,0,21.96,0,38.43,43.92,76.86,170.19,65.88,647.82,GF
HIC140176,"GODIVA, RSTD ALMND DRK 3.1z",57.15,38.1,12.7,0,0,82.55,19.05,63.5,76.2,114.3,82.55,101.6,647.7,GG
41-72349,"SAUCE, TUONG OT VT GRLC/CHILI 8z",0,0,0,84.32,81.6,29.92,68,48.96,10.88,0,100.64,223.04,647.36,GG
STR21B,"STREPSILS, HONEY LEMON 8CT/36",48.16,30.96,49.88,43,70.52,41.28,92.88,10.32,55.04,63.64,46.44,94.6,646.72,GH
LP8,"BEANS, WINGED LOCAL 1BD",35.76,90.89,230.95,184.76,70.03,29.8,0,0,0,0,4.47,0,646.66,GP
09/200ML,"COCONUT CRM, KARA TETRA 200ml/30",125.55,0,0,0,122.85,74.25,54,94.5,103.95,2.7,0,68.85,646.65,GG
PON69,"POND'S, DEEP CLNSNG FF 100g/24",69.5,34.75,34.75,55.6,62.55,55.6,41.7,48.65,118.15,48.65,0,76.45,646.35,GH
71-71197,"FVG, FRIES EED SEASONED 32z",0,0,0,0,13.9,0,48.65,165.85,128.4,139.1,0,149.8,645.7,GF
CPC00637,"BODY WASH, DOVE DPMOISTURE3PC34z",94.95,56.97,37.98,56.97,94.95,37.98,18.99,75.96,18.99,75.96,0,75.96,645.66,GH
MEI-14007,"GUMMY, MEIJI KAJU MUSCAT 54g/120",0,0,0,0,0,0,194.4,166.5,40.5,81,71.1,91.8,645.3,GG
PM010JASMINE,"SUNSCREEN, JASMINE 5oz",89.94,44.97,29.98,14.99,14.99,194.87,149.9,44.97,59.96,0,0,0,644.57,GH
JCS31976,"SHAMP, VO5 FREE ME FREESIA 15oz",71.61,49.91,34.72,58.59,41.23,52.08,69.44,43.4,36.89,56.42,80.29,49.91,644.49,GH
ERB010,"VITAMIN B COMP, BEROCCA ORG 15ct",134.25,26.85,44.75,62.65,0,71.6,53.7,0,62.65,80.55,17.9,89.5,644.4,GH
ZUC1134491,"DRESSING, KEWPIE SESAME 30oz",149.5,69,11.5,103.5,115,46,80.5,57.5,11.5,0,0,0,644,GG
SPEED10,"HAIR COLOR, SPEEDY BLACK 1CT/6",47.7,103.35,39.75,47.7,23.85,63.6,95.4,39.75,31.8,71.55,23.85,55.65,643.95,GH
87-81130,"NIGHTQUIL, COLD FLU ORIG 12oz",125.91,97.93,69.95,41.97,0,13.99,41.97,41.97,13.99,41.97,55.96,97.93,643.54,GH
41-77115,"SPRING ROLLS WRAP, DRIED 4.7oz",53.89,25.36,60.23,79.25,110.95,57.06,25.36,34.87,82.42,31.7,44.38,38.04,643.51,GG
06-83026,"DRESSING, EED RANCH 16OZ/6",67,56.95,63.65,67,23.45,30.15,23.45,56.95,30.15,70.35,63.65,90.45,643.2,GG
18-17041,"OPTIFREE, ALCON REPLENISH SOL 10",44.85,74.75,14.95,29.9,104.65,59.8,14.95,29.9,44.85,44.85,44.85,134.55,642.85,GH
P97935,"PERFUME, G EAU BLUE ACQUA 3.4oz",29.9,59.8,29.9,59.8,74.75,29.9,0,0,29.9,14.95,194.35,119.6,642.85,GH
06-35470,"STRAW, ESSENTIAL FLEX 100CT/12",8.97,20.93,35.88,128.57,5.98,38.87,119.6,68.77,17.94,53.82,35.88,107.64,642.85,GN
EL000303,"JAM, GOLDEN STRAWBERRY 450g/12",69.65,55.72,47.76,41.79,111.44,59.7,37.81,23.88,37.81,51.74,63.68,41.79,642.77,GG
ZUC1091581,"SODA, FANTA MEXICO BTL 355ml/24",0,0,0,332.74,2.54,0,35.56,76.2,58.42,121.92,15.24,0,642.62,GB
17-53838,"YOGURT, YOPLAIT STRAW BAN 6oz/12",25.65,51.3,108,14.85,67.5,70.2,58.05,54,39.15,52.65,67.5,33.75,642.6,GC
LP14,"GINGER, LOCAL 1PK",7.5,0,0,217.5,105,0,0,0,122.5,190,0,0,642.5,GP
06-83732,"MIXED VEG, EED 15oz/24",60.42,87.45,38.16,34.98,33.39,39.75,15.9,108.12,116.07,66.78,4.77,36.57,642.36,GG
PNG55867,"DET, GAIN LQ ORIG 64LD 92oz/4",223.2,265.05,153.45,0,0,0,0,0,0,0,0,0,641.7,GN
JCS00470,"DET, GAIN LIQ ORIGINAL 10oz/12",3.9,0,50.7,91.65,21.45,13.65,97.5,152.1,17.55,39,89.7,64.35,641.55,GN
FS94014,"RAZOR, GILLETTE BLUE II 10PK",44.45,101.6,82.55,69.85,101.6,101.6,88.9,12.7,38.1,0,0,0,641.35,GH
PNG85933,"DIAPER, LUVS #2 BIG PACK 108ct/1",30.54,183.24,0,30.54,61.08,0,0,61.08,91.62,91.62,61.08,30.54,641.34,GN
PP654,"COCONUT OIL, P-PALAU 4OZ LMNGRSS",33.75,22.5,22.5,67.5,45,135,0,22.5,67.5,33.75,45,146.25,641.25,GH
PP652,"COCONUT OIL, P-PALAU 4OZ PINK",33.75,33.75,67.5,112.5,0,22.5,67.5,67.5,112.5,0,11.25,112.5,641.25,GH
MDL0134098,WALKER ROLLING BURGUNDY FREEDOM,0,0,0,0,0,159.95,159.95,159.95,159.95,0,0,0,639.8,GH
BW114201,"GLASS CLEANER, AWESOME 32z/12",95.83,111.37,49.21,186.48,69.93,67.34,59.57,0,0,0,0,0,639.73,GN
ZUC1353251,"HI-CHEW, MORINAGA 30oz BAG",0,0,0,79.95,31.98,127.92,47.97,31.98,0,0,31.98,287.82,639.6,GG
FS13619,"BAR SOAP, DOVE WHITE ORIG 1CT/48",0,0,0,47.06,175.57,119.46,0,0,173.76,0,0,123.08,638.93,GH
JCS139081,"COOKIES, LIL DM PB CRM 11.8oz/12",49.92,24.96,0,0,149.76,49.92,149.76,0,0,31.2,110.24,72.8,638.56,GG
06-06602,"DRESSING, EED CAESAR 16oz/6",0,58.65,72.45,65.55,93.15,86.25,44.85,24.15,41.4,37.95,62.1,51.75,638.25,GG
CC95024-CM-12,"COFFEE MUG, 42PCS DISPLAY",31.9,31.9,63.8,0,47.85,47.85,79.75,15.95,31.9,143.55,79.75,63.8,638,GN
514#4286,"FOIL PAN, ALUM DEEP TURKEY 18.5""",37.52,8.04,18.76,10.72,29.48,0,5.36,5.36,136.68,2.68,383.24,0,637.84,GN
DAMMRKUMSC03,"FLOOR CLEANR, KUAT GINGER 2L/6",21.8,10.9,16.35,38.15,70.85,54.5,59.95,10.9,10.9,27.25,114.45,201.65,637.65,GN
DORCO,"BLADE, DORCO S/S 10ct x 10pk/100",72.45,20.01,76.59,27.6,33.12,28.29,8.28,24.84,87.63,66.93,73.83,117.99,637.56,GH
FLX2084022,"HOSTESS, JUMBO GLZD HNYBUN 4.z",76.2,78.74,78.74,10.16,0,76.2,0,93.98,25.4,48.26,58.42,91.44,637.54,GF
NAB07650,"PEANUTS, PLANTERS DYRDLTSLTD 16z",56.64,42.48,70.8,0,23.6,42.48,75.52,14.16,47.2,122.72,99.12,42.48,637.2,GG
12/HIMALAYAN,"SALT, HIMALAYAN ROCK 400gm/24",42.48,49.56,67.26,28.32,84.96,60.18,60.18,38.94,35.4,49.56,60.18,60.18,637.2,GG
DAT16,"SOY SAUCE, DATU PUTI 1GAL/4",66.48,27.7,38.78,66.48,16.62,72.02,16.62,22.16,121.88,55.4,0,132.96,637.1,GG
06-63948,"CANDY, ALTOIDS WINTERGREEN 1.76z",38.87,41.86,68.77,32.89,41.86,101.66,59.8,29.9,71.76,32.89,29.9,86.71,636.87,GG
BCBUR2800,"GAS STOVE, BAL HIGH PRESSURE",0,0,0,181.8,0,90.9,0,181.8,0,90.9,90.9,0,636.3,GN
VSI21721,"COOKIES, LIL DM DUPLEX CRM 25oz",60.96,53.34,53.34,95.25,118.11,49.53,0,0,0,118.11,15.24,72.39,636.27,GG
06-82884,"PICKLES, EED KOSHER B DILLS 24z",38.1,26.67,83.82,83.82,83.82,41.91,64.77,53.34,19.05,30.48,76.2,34.29,636.27,GG
501SU06#XMZT12,"CUPS, PAPER KRFTw LID 12z-50ct",23.85,15.9,47.7,39.75,71.55,127.2,79.5,47.7,119.25,39.75,23.85,0,636,GN
BTTLROYALB18OZ,"WATER BOTTLE, PALAU ROYAL BL 18z",50.88,50.88,25.44,25.44,25.44,50.88,101.76,152.64,38.16,38.16,63.6,12.72,636,GN
COL24,"CANDY, COL MONAMI BTTR CRM 175g",16.83,38.61,44.55,29.7,39.6,66.33,3.96,43.56,54.45,96.03,34.65,167.31,635.58,GG
ZUS980281119,"PICKLES, MM PETITE DILL 46oz",88.9,31.75,44.45,69.85,50.8,31.75,25.4,44.45,57.15,38.1,50.8,101.6,635,GG
06-35458,"PLATE, SHO PAPER 6""  100CT/12",103.32,66.42,47.97,77.49,47.97,40.59,59.04,55.35,33.21,22.14,25.83,55.35,634.68,GN
LAD21,"SPREAD, LADY'S CHOICE TUNA 220ml",0,31.7,69.74,69.74,57.06,57.06,19.02,82.42,60.23,63.4,15.85,107.78,634,GG
17-00664,"CHEESE, EED MONT JACK BLK 8oz/12",29.9,68.77,47.84,53.82,53.82,71.76,35.88,41.86,80.73,38.87,74.75,35.88,633.88,GC
71-13870,"VEGGIE GRILLERS, MS BRGR 10oz/8",47.92,47.92,143.76,11.98,94.38,47.92,0,95.84,47.92,0,95.84,0,633.48,GF
S07V-261,"CONTAINER, JONQ W/CVR&LOCK #261",226.2,150.8,75.4,37.7,37.7,0,0,0,0,0,52.78,52.78,633.36,GN
DOO01,"DONUTS, DOOWEE CHOCO 42g",0,0,0,105,0,0,0,213.5,0,139.65,105,70,633.15,GG
M7574,COOKIES BOURBON PETIT WH 47G/80,64.8,64.8,9,0,4.5,89.1,111.6,99.9,13.5,27.9,99,47.7,631.8,GG
39-45853,"SYRUP, TORANI COFFEE VAN  12.7/4",38.78,0,16.62,55.4,11.08,22.16,216.06,33.24,22.16,11.08,127.42,77.56,631.56,GG
FLX4987802,"IC CRM, HD COFFEE 28OZ/6",14.35,43.05,143.5,57.4,43.05,43.05,57.4,100.45,43.05,28.7,14.35,43.05,631.4,GF
BFI25425,"IC CRM, BREYERS VAN CHOCO 1.5q/6",117.15,46.86,39.05,54.67,86.16,124.96,21.54,23.43,7.81,0,23.43,85.91,630.97,GF
06-52221,"COOKIE MIX, BC CHOC CHIP 17.5oz",39.15,47.85,26.1,113.1,47.85,52.2,39.15,4.35,17.4,65.25,47.85,130.5,630.75,GG
ZUC7554,"SARDINES, WILD PLNT OLV OIL 4.37",96.52,0,0,48.26,22.86,73.66,38.1,83.82,63.5,71.12,40.64,91.44,629.92,GG
18-62863,"WATER, CELSIUS SPKLG W BRRY 12z",0,0,0,164.5,51.7,0,216.2,58.75,39.95,0,0,98.7,629.8,GH
RX83142,"WHITE FLOWER, NO.4 2.5ml/12",52.47,49.29,82.68,0,47.7,104.94,0,46.11,31.8,55.65,47.7,111.3,629.64,GH
ZUS77908,"COCOA, HERSHEY POWDER 23oz",0,179.88,0,194.87,179.88,74.95,0,0,0,0,0,0,629.58,GB
ZUS980317275,"DIAPER, PAMPERS CRUISER SZ6 120c",139.9,139.9,0,139.9,0,0,0,69.95,69.95,0,0,69.95,629.55,GI
3458,"ORAJEL, GEL MAXIMUM STRENG",29.97,9.99,59.94,59.94,39.96,59.94,59.94,19.98,9.99,19.98,139.86,119.88,629.37,GH
G5453,"MISO SOUP, MIYASAKA WAKAME 176g",74.98,32.6,35.86,58.68,68.46,22.82,97.8,42.38,42.38,52.16,35.86,65.2,629.18,GG
91353,"BROOM, ANGLE W/ DUST PAN",0,0,34.95,0,104.85,174.75,104.85,104.85,104.85,0,0,0,629.1,GN
68961,"WASHING SODA, ARM/HAMMER 55z/12",48.93,62.91,55.92,20.97,34.95,41.94,83.88,55.92,48.93,62.91,76.89,34.95,629.1,GN
06-20660,"PREGO, TRADITIONAL 45oz/6",34.93,24.95,99.8,94.81,39.92,59.88,49.9,89.82,44.91,44.91,44.91,0,628.74,GG
VSI3895,"CHIPS, PRINGLES CHDR &SRCRM 5.5z",55.8,22.32,81.84,167.4,208.32,93,0,0,0,0,0,0,628.68,GG
06-82452,"PIE FILLING, EED CHERRY PIE 21oz",54.45,59.4,0,19.8,0,44.55,4.95,29.7,99,39.6,89.1,188.1,628.65,GG
P97925,"PERFUME, GLADIATOR EDT 3.4oz",0,74.75,29.9,59.8,59.8,44.85,0,0,0,89.7,254.15,14.95,627.9,GH
P97455,"PERFUME, SHADES BLUE MEN 100ml",74.75,74.75,59.8,44.85,74.75,29.9,0,0,14.95,89.7,89.7,74.75,627.9,GH
FS94020,"RAZOR, GILLETTE BLUE II 5pk",77.74,155.48,107.64,65.78,26.91,14.95,20.93,5.98,41.86,32.89,26.91,50.83,627.9,GH
KEL19933,"CEREAL, MINI WHEATS BTSZFRSTD18z",0,52.32,98.1,91.56,117.72,65.4,32.7,58.86,6.54,65.4,39.24,0,627.84,GG
88-31278,"VITAMIN, GOLI ASHWAGANDHA 60ct",0,0,101.7,101.7,84.75,169.5,67.8,0,0,101.7,0,0,627.15,GH
BFI90753,"IC CRM BAR, BREYERS CARB ALM 6pk",89.42,52.6,57.86,57.86,11.43,57.86,68.58,42.08,26.3,68.38,36.82,57.86,627.05,GF
ZUC4054232,"COFFEE, KS ORG PAC BOLD K-CUP",113.98,56.99,0,0,113.98,0,56.99,56.99,0,0,113.98,113.98,626.89,GB
06-74158-CASE,"GATORADE, G LIME CMBR 12z/24",248.75,298.5,79.6,0,0,0,0,0,0,0,0,0,626.85,GB
DEL75,"PINEAPPLE, DM TIDBITS 432g/24",66.22,21.56,32.34,55.44,44.66,72.38,43.12,47.74,67.76,50.82,90.86,33.88,626.78,GG
18-11905,"MELATONIN, NB 5MG 60CT/3",36.32,45.4,81.72,63.56,18.16,108.96,63.56,45.4,0,36.32,45.4,81.72,626.52,GH
PNG06368,"SHAMP, H&S SMOOTH&SILKY 20.7z/4",27.24,36.32,36.32,36.32,54.48,72.64,54.48,63.56,63.56,45.4,54.48,81.72,626.52,GH
JL10000008445,"JERKY, JL BF JALALA 2.85z 8/CS",0,0,0,0,25.05,175.35,125.25,83.5,125.25,0,0,91.85,626.25,GG
PPIH-K48,PITCHER 1.3L,0,0,0,0,0,0,0,0,0,0,626.16,0,626.16,GN
45-19770,"TEA BAG, TWININGS CAM/HNY/VAN",0,5.35,90.95,58.85,37.45,85.6,64.2,32.1,53.5,53.5,64.2,80.25,625.95,GB
06-31191,"SOUP, CAMP MINESTRONE 10.75oz/12",49.97,36.82,23.67,73.64,76.27,39.45,57.86,49.97,65.75,71.01,81.53,0,625.94,GG
ZUS980102273,"GUM, WRIG COBALT 35ct/6",0,0,0,0,0,0,135,108,0,0,292.5,90,625.5,GG
OISFRIES2,"SNACK, OISHI POTATO CHSEFRIES25g",72.09,55.89,55.62,55.62,62.1,49.41,33.48,27.27,13.23,47.79,75.87,76.95,625.32,GG
ZUS980253897,"PAD, ALWAYS ULT OVRNT #5 36ct",0,0,0,0,0,49.04,85.82,232.94,183.9,73.56,0,0,625.26,GH
BW631466,"CANDY, JOLLY RANCHER ORIG. 3.8oz",55.65,143.1,193.98,22.26,120.84,89.04,0,0,0,0,0,0,624.87,GG
16131,"PETROLEUM JELLY, VASELINE NRS13z",35.7,35.7,41.65,5.95,17.85,95.2,59.5,101.15,17.85,23.8,71.4,119,624.75,GH
ZUC1089564,"POPCHIPS, VARIETY .8z/30",0,0,0,140.58,45.54,94.05,19.8,18.81,65.34,59.4,98.01,83.16,624.69,GG
ZUC5577,"GUM, WRIGLEY SPRMNT 5'S/40",0,0,0,0,0,0,0,0,0,0,624,0,624,GG
06-02175,"JAM, STRWBERRY SHO PRES. 30oz/12",74.85,59.88,59.88,59.88,9.98,54.89,54.89,79.84,54.89,44.91,39.92,29.94,623.75,GG
ZUC1491866,"PUMPKIN SEEDS, GO RAW SPRTD 22z",111.93,79.95,0,0,0,175.89,47.97,0,63.96,143.91,0,0,623.61,GG
PNG92089,"DEOD, SECRET CG OL PWDR 2.6oz/12",80.08,28.6,62.92,22.88,40.04,22.88,34.32,102.96,28.6,22.88,45.76,131.56,623.48,GH
ZUC689107,"CONTAINER, CAMBRO 6.33qt CLR 3pc",47.95,0,0,47.95,0,95.9,0,0,383.6,0,0,47.95,623.35,GN
33-80276,"CEREAL, GM CRNCH ROLLS 10.7oz/12",103.87,15.98,31.96,95.88,55.93,31.96,71.91,0,39.95,55.93,87.89,31.96,623.22,GG
42-48031,"SALT, HAIN SEA SALT 21oz/8",46.9,26.8,73.7,73.7,23.45,36.85,30.15,43.55,56.95,73.7,60.3,77.05,623.1,GG
FLSURGMASK30PC,"FACE MASK, SOFTIES SURGICAL 30pc",6.49,12.98,0,532.18,12.98,58.41,0,0,0,0,0,0,623.04,GI
PON105,"POND'S, FACIAL SCRUB ANTIB 100ml",59.9,71.88,89.85,53.91,11.98,77.87,47.92,11.98,59.9,23.96,47.92,65.89,622.96,GH
BW645587,"SCRUB SPONGE, UFO #00914 5PK",79.6,67.66,77.61,29.85,67.66,105.47,75.62,45.77,73.63,0,0,0,622.87,GN
N2045570,"COOKIES, TEDDY GRHMS CHOC NAB10z",49,24.5,24.5,44.1,78.4,63.7,181.3,44.1,0,0,24.5,88.2,622.3,GG
HIC140237,"GODIVA, MILK CHOC BAR 3.1z",69.85,25.4,0,0,0,114.3,76.2,76.2,25.4,82.55,69.85,82.55,622.3,GG
KCG19564,"PADS, POISE 20CT/6",0,20.97,34.95,97.86,83.88,69.9,97.86,97.86,0,20.97,55.92,41.94,622.11,GH
26753,"SYRUP, KARO CORN RED 16OZ/12",47.19,0,4.29,47.19,72.93,72.93,68.64,60.06,60.06,85.8,30.03,72.93,622.05,GG
KAMI-003A,"HAIR SERUM, KAMINOMOTO 150ml/36",98.1,0,21.8,10.9,21.8,109,119.9,21.8,43.6,43.6,54.5,76.3,621.3,GH
JCS51420,"BABY OIL, AWESOME 10OZ/24 #10010",0,0,0,0,0,51.74,167.16,19.9,0,27.86,141.29,212.93,620.88,GI
JCS80115,"AIR FRESH, RINSO WILD LAV 12.5oz",28.21,45.57,36.89,112.84,78.12,6.51,0,10.85,180.11,82.46,39.06,0,620.62,GN
EV-RDINSECTEUC,"INSECTICIDE, RAID N EUCALY 600ml",0,0,4.81,67.34,67.34,139.49,9.62,0,19.24,96.2,129.87,86.58,620.49,GN
KEL12570,"CEREAL, KEL FRSTD FLKS CUP 2.1oz",0,30.55,61.1,72.85,79.9,28.2,75.2,0,44.65,84.6,91.65,51.7,620.4,GG
Apr-03,"NURSING PADS, DISPOSABLE 48PCS",97.92,16.32,32.64,65.28,0,48.96,48.96,65.28,48.96,48.96,65.28,81.6,620.16,GI
ZUC1283044,"GUM, MARVEL RAIN 5""-15pc/10",0,0,0,189.08,0,0,158.11,231.46,0,0,0,40.75,619.4,GN
TFF87992,"BEYOND BEEF, MEATBALLS 10z/8",0,0,0,0,0,59.94,89.91,69.93,139.86,69.93,99.9,89.91,619.38,GM
GP99901,"JUICE, BLT HSE AMZ MANGO 450ml/6",22.52,73.19,95.71,78.82,106.97,28.15,61.93,45.04,56.3,16.89,22.52,11.26,619.3,GC
BW619702,"CHOCOLATE, MILKYWAY FUN SZ 6pk",0,0,41.79,69.65,149.25,51.74,135.32,153.23,17.91,0,0,0,618.89,GG
PNG13875,"DET, TIDE LIQ ORIG 16ld-25oz/6",59.5,17.85,29.75,71.4,65.45,83.3,89.25,5.95,59.5,71.4,5.95,59.5,618.8,GN
06-35562,"TRASH BAG, EED 13gal-80ct/6",0,0,0,0,0,0,0,0,26.9,188.3,134.5,269,618.7,GN
C1501,RAMEN SAPPORO ICHIBAN RED100G/90,141.45,212.79,130.38,124.23,9.84,0,0,0,0,0,0,0,618.69,GG
DEL284,"JUICE, DM PINEAPLE HRTSMR220m/24",10.68,0,103.24,76.54,12.46,27.59,100.57,31.15,75.65,85.44,0,95.23,618.55,GB
